skill_id,event_timestamp,employability_target
SKILL_062,2026-01-01 00:01:01+00:00,1
SKILL_063,2026-01-01 00:01:02+00:00,0
SKILL_064,2026-01-01 00:01:03+00:00,0
SKILL_065,2026-01-01 00:01:04+00:00,0
SKILL_066,2026-01-01 00:01:05+00:00,1
SKILL_067,2026-01-01 00:01:06+00:00,0
SKILL_068,2026-01-01 00:01:07+00:00,1
SKILL_069,2026-01-01 00:01:08+00:00,0
SKILL_070,2026-01-01 00:01:09+00:00,0
SKILL_071,2026-01-01 00:01:10+00:00,1
SKILL_072,2026-01-01 00:01:11+00:00,1
SKILL_073,2026-01-01 00:01:12+00:00,0
SKILL_074,2026-01-01 00:01:13+00:00,1
SKILL_075,2026-01-01 00:01:14+00:00,1
SKILL_076,2026-01-01 00:01:15+00:00,1
SKILL_077,2026-01-01 00:01:16+00:00,0
SKILL_078,2026-01-01 00:01:17+00:00,1
SKILL_079,2026-01-01 00:01:18+00:00,0
SKILL_080,2026-01-01 00:01:19+00:00,1
SKILL_081,2026-01-01 00:01:20+00:00,1
SKILL_082,2026-01-01 00:01:21+00:00,1
SKILL_083,2026-01-01 00:01:22+00:00,0
SKILL_084,2026-01-01 00:01:23+00:00,1
SKILL_085,2026-01-01 00:01:24+00:00,1
SKILL_086,2026-01-01 00:01:25+00:00,1
SKILL_087,2026-01-01 00:01:26+00:00,1
SKILL_088,2026-01-01 00:01:27+00:00,0
SKILL_089,2026-01-01 00:01:28+00:00,0
SKILL_090,2026-01-01 00:01:29+00:00,1
SKILL_091,2026-01-01 00:01:30+00:00,0
SKILL_092,2026-01-01 00:01:31+00:00,1
SKILL_093,2026-01-01 00:01:32+00:00,0
SKILL_094,2026-01-01 00:01:33+00:00,1
SKILL_095,2026-01-01 00:01:34+00:00,0
SKILL_096,2026-01-01 00:01:35+00:00,0
SKILL_097,2026-01-01 00:01:36+00:00,1
SKILL_098,2026-01-01 00:01:37+00:00,0
SKILL_099,2026-01-01 00:01:38+00:00,1
SKILL_100,2026-01-01 00:01:39+00:00,1
SKILL_101,2026-01-01 00:01:40+00:00,1
SKILL_102,2026-01-01 00:01:41+00:00,1
SKILL_103,2026-01-01 00:01:42+00:00,0
SKILL_104,2026-01-01 00:01:43+00:00,0
SKILL_105,2026-01-01 00:01:44+00:00,0
SKILL_106,2026-01-01 00:01:45+00:00,0
SKILL_107,2026-01-01 00:01:46+00:00,1
SKILL_108,2026-01-01 00:01:47+00:00,0
SKILL_109,2026-01-01 00:01:48+00:00,0
SKILL_110,2026-01-01 00:01:49+00:00,0
SKILL_111,2026-01-01 00:01:50+00:00,1
SKILL_112,2026-01-01 00:01:51+00:00,0
SKILL_113,2026-01-01 00:01:52+00:00,0
SKILL_114,2026-01-01 00:01:53+00:00,1
SKILL_115,2026-01-01 00:01:54+00:00,0
SKILL_116,2026-01-01 00:01:55+00:00,0
SKILL_117,2026-01-01 00:01:56+00:00,1
SKILL_118,2026-01-01 00:01:57+00:00,0
SKILL_119,2026-01-01 00:01:58+00:00,1
SKILL_120,2026-01-01 00:01:59+00:00,1
SKILL_121,2026-01-01 00:02:00+00:00,1
SKILL_122,2026-01-01 00:02:01+00:00,0
SKILL_123,2026-01-01 00:02:02+00:00,1
SKILL_124,2026-01-01 00:02:03+00:00,1
SKILL_125,2026-01-01 00:02:04+00:00,1
SKILL_126,2026-01-01 00:02:05+00:00,1
SKILL_127,2026-01-01 00:02:06+00:00,1
SKILL_128,2026-01-01 00:02:07+00:00,1
SKILL_129,2026-01-01 00:02:08+00:00,0
SKILL_130,2026-01-01 00:02:09+00:00,1
SKILL_131,2026-01-01 00:02:10+00:00,1
SKILL_132,2026-01-01 00:02:11+00:00,1
SKILL_133,2026-01-01 00:02:12+00:00,1
SKILL_134,2026-01-01 00:02:13+00:00,1
SKILL_135,2026-01-01 00:02:14+00:00,1
SKILL_136,2026-01-01 00:02:15+00:00,1
SKILL_137,2026-01-01 00:02:16+00:00,1
SKILL_138,2026-01-01 00:02:17+00:00,0
SKILL_139,2026-01-01 00:02:18+00:00,1
SKILL_140,2026-01-01 00:02:19+00:00,1
SKILL_141,2026-01-01 00:02:20+00:00,1
SKILL_142,2026-01-01 00:02:21+00:00,1
SKILL_143,2026-01-01 00:02:22+00:00,1
SKILL_144,2026-01-01 00:02:23+00:00,1
SKILL_145,2026-01-01 00:02:24+00:00,1
SKILL_146,2026-01-01 00:02:25+00:00,1
SKILL_147,2026-01-01 00:02:26+00:00,1
SKILL_148,2026-01-01 00:02:27+00:00,1
SKILL_149,2026-01-01 00:02:28+00:00,1
SKILL_150,2026-01-01 00:02:29+00:00,0
SKILL_151,2026-01-01 00:02:30+00:00,1
SKILL_152,2026-01-01 00:02:31+00:00,1
SKILL_153,2026-01-01 00:02:32+00:00,1
SKILL_154,2026-01-01 00:02:33+00:00,1
SKILL_155,2026-01-01 00:02:34+00:00,0
SKILL_156,2026-01-01 00:02:35+00:00,1
SKILL_157,2026-01-01 00:02:36+00:00,1
SKILL_158,2026-01-01 00:02:37+00:00,0
SKILL_159,2026-01-01 00:02:38+00:00,1
SKILL_160,2026-01-01 00:02:39+00:00,0
SKILL_161,2026-01-01 00:02:40+00:00,1
SKILL_162,2026-01-01 00:02:41+00:00,1
SKILL_163,2026-01-01 00:02:42+00:00,0
SKILL_164,2026-01-01 00:02:43+00:00,0
SKILL_165,2026-01-01 00:02:44+00:00,0
SKILL_166,2026-01-01 00:02:45+00:00,1
SKILL_167,2026-01-01 00:02:46+00:00,1
SKILL_168,2026-01-01 00:02:47+00:00,0
SKILL_169,2026-01-01 00:02:48+00:00,0
SKILL_170,2026-01-01 00:02:49+00:00,0
SKILL_171,2026-01-01 00:02:50+00:00,0
SKILL_172,2026-01-01 00:02:51+00:00,1
SKILL_173,2026-01-01 00:02:52+00:00,1
SKILL_174,2026-01-01 00:02:53+00:00,1
SKILL_175,2026-01-01 00:02:54+00:00,0
SKILL_176,2026-01-01 00:02:55+00:00,0
SKILL_177,2026-01-01 00:02:56+00:00,1
SKILL_178,2026-01-01 00:02:57+00:00,1
SKILL_179,2026-01-01 00:02:58+00:00,1
SKILL_180,2026-01-01 00:02:59+00:00,1
SKILL_181,2026-01-01 00:03:00+00:00,1
SKILL_182,2026-01-01 00:03:01+00:00,1
SKILL_183,2026-01-01 00:03:02+00:00,0
SKILL_184,2026-01-01 00:03:03+00:00,0
SKILL_185,2026-01-01 00:03:04+00:00,0
SKILL_186,2026-01-01 00:03:05+00:00,1
SKILL_187,2026-01-01 00:03:06+00:00,0
SKILL_188,2026-01-01 00:03:07+00:00,1
SKILL_189,2026-01-01 00:03:08+00:00,0
SKILL_190,2026-01-01 00:03:09+00:00,1
SKILL_191,2026-01-01 00:03:10+00:00,1
SKILL_192,2026-01-01 00:03:11+00:00,1
SKILL_193,2026-01-01 00:03:12+00:00,1
SKILL_194,2026-01-01 00:03:13+00:00,1
SKILL_195,2026-01-01 00:03:14+00:00,1
SKILL_196,2026-01-01 00:03:15+00:00,0
SKILL_197,2026-01-01 00:03:16+00:00,1
SKILL_198,2026-01-01 00:03:17+00:00,0
SKILL_199,2026-01-01 00:03:18+00:00,0
SKILL_200,2026-01-01 00:03:19+00:00,0
SKILL_201,2026-01-01 00:03:20+00:00,0
SKILL_202,2026-01-01 00:03:21+00:00,1
SKILL_203,2026-01-01 00:03:22+00:00,1
SKILL_204,2026-01-01 00:03:23+00:00,1
SKILL_205,2026-01-01 00:03:24+00:00,0
SKILL_206,2026-01-01 00:03:25+00:00,1
SKILL_207,2026-01-01 00:03:26+00:00,0
SKILL_208,2026-01-01 00:03:27+00:00,1
SKILL_209,2026-01-01 00:03:28+00:00,1
SKILL_210,2026-01-01 00:03:29+00:00,1
SKILL_211,2026-01-01 00:03:30+00:00,1
SKILL_212,2026-01-01 00:03:31+00:00,0
SKILL_213,2026-01-01 00:03:32+00:00,1
SKILL_214,2026-01-01 00:03:33+00:00,1
SKILL_215,2026-01-01 00:03:34+00:00,1
SKILL_216,2026-01-01 00:03:35+00:00,0
SKILL_217,2026-01-01 00:03:36+00:00,1
SKILL_218,2026-01-01 00:03:37+00:00,1
SKILL_219,2026-01-01 00:03:38+00:00,1
SKILL_220,2026-01-01 00:03:39+00:00,1
SKILL_221,2026-01-01 00:03:40+00:00,0
SKILL_222,2026-01-01 00:03:41+00:00,1
SKILL_223,2026-01-01 00:03:42+00:00,1
SKILL_224,2026-01-01 00:03:43+00:00,1
SKILL_225,2026-01-01 00:03:44+00:00,0
SKILL_226,2026-01-01 00:03:45+00:00,1
SKILL_227,2026-01-01 00:03:46+00:00,1
SKILL_228,2026-01-01 00:03:47+00:00,0
SKILL_229,2026-01-01 00:03:48+00:00,1
SKILL_230,2026-01-01 00:03:49+00:00,1
SKILL_231,2026-01-01 00:03:50+00:00,0
SKILL_232,2026-01-01 00:03:51+00:00,0
SKILL_233,2026-01-01 00:03:52+00:00,0
SKILL_234,2026-01-01 00:03:53+00:00,0
SKILL_235,2026-01-01 00:03:54+00:00,0
SKILL_236,2026-01-01 00:03:55+00:00,0
SKILL_237,2026-01-01 00:03:56+00:00,1
SKILL_238,2026-01-01 00:03:57+00:00,0
SKILL_239,2026-01-01 00:03:58+00:00,0
SKILL_240,2026-01-01 00:03:59+00:00,1
SKILL_241,2026-01-01 00:04:00+00:00,0
SKILL_242,2026-01-01 00:04:01+00:00,0
SKILL_243,2026-01-01 00:04:02+00:00,1
SKILL_244,2026-01-01 00:04:03+00:00,1
SKILL_245,2026-01-01 00:04:04+00:00,0
SKILL_246,2026-01-01 00:04:05+00:00,1
SKILL_247,2026-01-01 00:04:06+00:00,0
SKILL_248,2026-01-01 00:04:07+00:00,1
SKILL_249,2026-01-01 00:04:08+00:00,1
SKILL_250,2026-01-01 00:04:09+00:00,0
SKILL_251,2026-01-01 00:04:10+00:00,0
SKILL_252,2026-01-01 00:04:11+00:00,0
SKILL_253,2026-01-01 00:04:12+00:00,0
SKILL_254,2026-01-01 00:04:13+00:00,1
SKILL_255,2026-01-01 00:04:14+00:00,1
SKILL_256,2026-01-01 00:04:15+00:00,1
SKILL_257,2026-01-01 00:04:16+00:00,1
SKILL_258,2026-01-01 00:04:17+00:00,0
SKILL_259,2026-01-01 00:04:18+00:00,0
SKILL_260,2026-01-01 00:04:19+00:00,1
SKILL_261,2026-01-01 00:04:20+00:00,1
SKILL_262,2026-01-01 00:04:21+00:00,1
SKILL_263,2026-01-01 00:04:22+00:00,0
SKILL_264,2026-01-01 00:04:23+00:00,1
SKILL_265,2026-01-01 00:04:24+00:00,0
SKILL_266,2026-01-01 00:04:25+00:00,1
SKILL_267,2026-01-01 00:04:26+00:00,1
SKILL_268,2026-01-01 00:04:27+00:00,1
SKILL_269,2026-01-01 00:04:28+00:00,1
SKILL_270,2026-01-01 00:04:29+00:00,0
SKILL_271,2026-01-01 00:04:30+00:00,1
SKILL_272,2026-01-01 00:04:31+00:00,1
SKILL_273,2026-01-01 00:04:32+00:00,0
SKILL_274,2026-01-01 00:04:33+00:00,1
SKILL_275,2026-01-01 00:04:34+00:00,1
SKILL_276,2026-01-01 00:04:35+00:00,0
SKILL_277,2026-01-01 00:04:36+00:00,1
SKILL_278,2026-01-01 00:04:37+00:00,1
SKILL_279,2026-01-01 00:04:38+00:00,0
SKILL_280,2026-01-01 00:04:39+00:00,1
SKILL_281,2026-01-01 00:04:40+00:00,1
SKILL_282,2026-01-01 00:04:41+00:00,1
SKILL_283,2026-01-01 00:04:42+00:00,1
SKILL_284,2026-01-01 00:04:43+00:00,1
SKILL_285,2026-01-01 00:04:44+00:00,0
SKILL_286,2026-01-01 00:04:45+00:00,0
SKILL_287,2026-01-01 00:04:46+00:00,1
SKILL_288,2026-01-01 00:04:47+00:00,0
SKILL_289,2026-01-01 00:04:48+00:00,1
SKILL_290,2026-01-01 00:04:49+00:00,0
SKILL_291,2026-01-01 00:04:50+00:00,1
SKILL_292,2026-01-01 00:04:51+00:00,0
SKILL_293,2026-01-01 00:04:52+00:00,0
SKILL_294,2026-01-01 00:04:53+00:00,0
SKILL_295,2026-01-01 00:04:54+00:00,1
SKILL_296,2026-01-01 00:04:55+00:00,1
SKILL_297,2026-01-01 00:04:56+00:00,0
SKILL_298,2026-01-01 00:04:57+00:00,0
SKILL_299,2026-01-01 00:04:58+00:00,1
SKILL_300,2026-01-01 00:04:59+00:00,1
SKILL_301,2026-01-01 00:05:00+00:00,1
SKILL_302,2026-01-01 00:05:01+00:00,1
SKILL_303,2026-01-01 00:05:02+00:00,1
SKILL_304,2026-01-01 00:05:03+00:00,0
SKILL_305,2026-01-01 00:05:04+00:00,0
SKILL_306,2026-01-01 00:05:05+00:00,1
SKILL_307,2026-01-01 00:05:06+00:00,1
SKILL_308,2026-01-01 00:05:07+00:00,1
SKILL_309,2026-01-01 00:05:08+00:00,1
SKILL_310,2026-01-01 00:05:09+00:00,1
SKILL_311,2026-01-01 00:05:10+00:00,0
SKILL_312,2026-01-01 00:05:11+00:00,1
SKILL_313,2026-01-01 00:05:12+00:00,0
SKILL_314,2026-01-01 00:05:13+00:00,1
SKILL_315,2026-01-01 00:05:14+00:00,1
SKILL_316,2026-01-01 00:05:15+00:00,0
SKILL_317,2026-01-01 00:05:16+00:00,1
SKILL_318,2026-01-01 00:05:17+00:00,1
SKILL_319,2026-01-01 00:05:18+00:00,1
SKILL_320,2026-01-01 00:05:19+00:00,1
SKILL_321,2026-01-01 00:05:20+00:00,1
SKILL_322,2026-01-01 00:05:21+00:00,1
SKILL_323,2026-01-01 00:05:22+00:00,0
SKILL_324,2026-01-01 00:05:23+00:00,1
SKILL_325,2026-01-01 00:05:24+00:00,1
SKILL_326,2026-01-01 00:05:25+00:00,0
SKILL_327,2026-01-01 00:05:26+00:00,0
SKILL_328,2026-01-01 00:05:27+00:00,1
SKILL_329,2026-01-01 00:05:28+00:00,1
SKILL_330,2026-01-01 00:05:29+00:00,1
SKILL_331,2026-01-01 00:05:30+00:00,0
SKILL_332,2026-01-01 00:05:31+00:00,0
SKILL_333,2026-01-01 00:05:32+00:00,1
SKILL_334,2026-01-01 00:05:33+00:00,0
SKILL_335,2026-01-01 00:05:34+00:00,0
SKILL_336,2026-01-01 00:05:35+00:00,0
SKILL_337,2026-01-01 00:05:36+00:00,0
SKILL_338,2026-01-01 00:05:37+00:00,0
SKILL_339,2026-01-01 00:05:38+00:00,0
SKILL_340,2026-01-01 00:05:39+00:00,1
SKILL_341,2026-01-01 00:05:40+00:00,1
SKILL_342,2026-01-01 00:05:41+00:00,0
SKILL_343,2026-01-01 00:05:42+00:00,1
SKILL_344,2026-01-01 00:05:43+00:00,1
SKILL_345,2026-01-01 00:05:44+00:00,1
SKILL_346,2026-01-01 00:05:45+00:00,1
SKILL_347,2026-01-01 00:05:46+00:00,1
SKILL_348,2026-01-01 00:05:47+00:00,0
SKILL_349,2026-01-01 00:05:48+00:00,1
SKILL_350,2026-01-01 00:05:49+00:00,1
SKILL_351,2026-01-01 00:05:50+00:00,0
SKILL_352,2026-01-01 00:05:51+00:00,1
SKILL_353,2026-01-01 00:05:52+00:00,1
SKILL_354,2026-01-01 00:05:53+00:00,1
SKILL_355,2026-01-01 00:05:54+00:00,0
SKILL_356,2026-01-01 00:05:55+00:00,0
SKILL_357,2026-01-01 00:05:56+00:00,1
SKILL_358,2026-01-01 00:05:57+00:00,0
SKILL_359,2026-01-01 00:05:58+00:00,1
SKILL_360,2026-01-01 00:05:59+00:00,0
SKILL_361,2026-01-01 00:06:00+00:00,1
SKILL_362,2026-01-01 00:06:01+00:00,1
SKILL_363,2026-01-01 00:06:02+00:00,1
SKILL_364,2026-01-01 00:06:03+00:00,1
SKILL_365,2026-01-01 00:06:04+00:00,1
SKILL_366,2026-01-01 00:06:05+00:00,1
SKILL_367,2026-01-01 00:06:06+00:00,1
SKILL_368,2026-01-01 00:06:07+00:00,1
SKILL_369,2026-01-01 00:06:08+00:00,1
SKILL_370,2026-01-01 00:06:09+00:00,0
SKILL_371,2026-01-01 00:06:10+00:00,0
SKILL_372,2026-01-01 00:06:11+00:00,1
SKILL_373,2026-01-01 00:06:12+00:00,1
SKILL_374,2026-01-01 00:06:13+00:00,0
SKILL_375,2026-01-01 00:06:14+00:00,1
SKILL_376,2026-01-01 00:06:15+00:00,1
SKILL_377,2026-01-01 00:06:16+00:00,0
SKILL_378,2026-01-01 00:06:17+00:00,1
SKILL_379,2026-01-01 00:06:18+00:00,1
SKILL_380,2026-01-01 00:06:19+00:00,1
SKILL_381,2026-01-01 00:06:20+00:00,1
SKILL_382,2026-01-01 00:06:21+00:00,1
SKILL_383,2026-01-01 00:06:22+00:00,1
SKILL_384,2026-01-01 00:06:23+00:00,0
SKILL_385,2026-01-01 00:06:24+00:00,1
SKILL_386,2026-01-01 00:06:25+00:00,0
SKILL_387,2026-01-01 00:06:26+00:00,1
SKILL_388,2026-01-01 00:06:27+00:00,1
SKILL_389,2026-01-01 00:06:28+00:00,0
SKILL_390,2026-01-01 00:06:29+00:00,0
SKILL_391,2026-01-01 00:06:30+00:00,1
SKILL_392,2026-01-01 00:06:31+00:00,0
SKILL_393,2026-01-01 00:06:32+00:00,1
SKILL_394,2026-01-01 00:06:33+00:00,1
SKILL_395,2026-01-01 00:06:34+00:00,0
SKILL_396,2026-01-01 00:06:35+00:00,1
SKILL_397,2026-01-01 00:06:36+00:00,0
SKILL_398,2026-01-01 00:06:37+00:00,1
SKILL_399,2026-01-01 00:06:38+00:00,1
SKILL_400,2026-01-01 00:06:39+00:00,0
SKILL_401,2026-01-01 00:06:40+00:00,1
SKILL_402,2026-01-01 00:06:41+00:00,1
SKILL_403,2026-01-01 00:06:42+00:00,0
SKILL_404,2026-01-01 00:06:43+00:00,0
SKILL_405,2026-01-01 00:06:44+00:00,0
SKILL_406,2026-01-01 00:06:45+00:00,1
SKILL_407,2026-01-01 00:06:46+00:00,1
SKILL_408,2026-01-01 00:06:47+00:00,1
SKILL_409,2026-01-01 00:06:48+00:00,0
SKILL_410,2026-01-01 00:06:49+00:00,1
SKILL_411,2026-01-01 00:06:50+00:00,0
SKILL_412,2026-01-01 00:06:51+00:00,1
SKILL_413,2026-01-01 00:06:52+00:00,1
SKILL_414,2026-01-01 00:06:53+00:00,1
SKILL_415,2026-01-01 00:06:54+00:00,1
SKILL_416,2026-01-01 00:06:55+00:00,0
SKILL_417,2026-01-01 00:06:56+00:00,0
SKILL_418,2026-01-01 00:06:57+00:00,0
SKILL_419,2026-01-01 00:06:58+00:00,0
SKILL_420,2026-01-01 00:06:59+00:00,1
SKILL_421,2026-01-01 00:07:00+00:00,1
SKILL_422,2026-01-01 00:07:01+00:00,1
SKILL_423,2026-01-01 00:07:02+00:00,1
SKILL_424,2026-01-01 00:07:03+00:00,1
SKILL_425,2026-01-01 00:07:04+00:00,0
SKILL_426,2026-01-01 00:07:05+00:00,0
SKILL_427,2026-01-01 00:07:06+00:00,1
SKILL_428,2026-01-01 00:07:07+00:00,1
SKILL_429,2026-01-01 00:07:08+00:00,1
SKILL_430,2026-01-01 00:07:09+00:00,1
SKILL_431,2026-01-01 00:07:10+00:00,1
SKILL_432,2026-01-01 00:07:11+00:00,1
SKILL_433,2026-01-01 00:07:12+00:00,1
SKILL_434,2026-01-01 00:07:13+00:00,1
SKILL_435,2026-01-01 00:07:14+00:00,0
SKILL_436,2026-01-01 00:07:15+00:00,0
SKILL_437,2026-01-01 00:07:16+00:00,1
SKILL_438,2026-01-01 00:07:17+00:00,1
SKILL_439,2026-01-01 00:07:18+00:00,1
SKILL_440,2026-01-01 00:07:19+00:00,0
SKILL_441,2026-01-01 00:07:20+00:00,1
SKILL_442,2026-01-01 00:07:21+00:00,0
SKILL_443,2026-01-01 00:07:22+00:00,0
SKILL_444,2026-01-01 00:07:23+00:00,1
SKILL_445,2026-01-01 00:07:24+00:00,0
SKILL_446,2026-01-01 00:07:25+00:00,1
SKILL_447,2026-01-01 00:07:26+00:00,1
SKILL_448,2026-01-01 00:07:27+00:00,0
SKILL_449,2026-01-01 00:07:28+00:00,1
SKILL_450,2026-01-01 00:07:29+00:00,0
SKILL_451,2026-01-01 00:07:30+00:00,1
SKILL_452,2026-01-01 00:07:31+00:00,1
SKILL_453,2026-01-01 00:07:32+00:00,0
SKILL_454,2026-01-01 00:07:33+00:00,1
SKILL_455,2026-01-01 00:07:34+00:00,0
SKILL_456,2026-01-01 00:07:35+00:00,1
SKILL_457,2026-01-01 00:07:36+00:00,1
SKILL_458,2026-01-01 00:07:37+00:00,1
SKILL_459,2026-01-01 00:07:38+00:00,0
SKILL_460,2026-01-01 00:07:39+00:00,0
SKILL_461,2026-01-01 00:07:40+00:00,0
SKILL_462,2026-01-01 00:07:41+00:00,1
SKILL_463,2026-01-01 00:07:42+00:00,1
SKILL_464,2026-01-01 00:07:43+00:00,0
SKILL_465,2026-01-01 00:07:44+00:00,0
SKILL_466,2026-01-01 00:07:45+00:00,1
SKILL_467,2026-01-01 00:07:46+00:00,0
SKILL_468,2026-01-01 00:07:47+00:00,1
SKILL_469,2026-01-01 00:07:48+00:00,1
SKILL_470,2026-01-01 00:07:49+00:00,1
SKILL_471,2026-01-01 00:07:50+00:00,1
SKILL_472,2026-01-01 00:07:51+00:00,0
SKILL_473,2026-01-01 00:07:52+00:00,1
SKILL_474,2026-01-01 00:07:53+00:00,1
SKILL_475,2026-01-01 00:07:54+00:00,1
SKILL_476,2026-01-01 00:07:55+00:00,1
SKILL_477,2026-01-01 00:07:56+00:00,0
SKILL_478,2026-01-01 00:07:57+00:00,1
SKILL_479,2026-01-01 00:07:58+00:00,1
SKILL_480,2026-01-01 00:07:59+00:00,1
SKILL_481,2026-01-01 00:08:00+00:00,1
SKILL_482,2026-01-01 00:08:01+00:00,1
SKILL_483,2026-01-01 00:08:02+00:00,1
SKILL_484,2026-01-01 00:08:03+00:00,0
SKILL_485,2026-01-01 00:08:04+00:00,0
SKILL_486,2026-01-01 00:08:05+00:00,1
SKILL_487,2026-01-01 00:08:06+00:00,0
SKILL_488,2026-01-01 00:08:07+00:00,1
SKILL_489,2026-01-01 00:08:08+00:00,1
SKILL_490,2026-01-01 00:08:09+00:00,1
SKILL_491,2026-01-01 00:08:10+00:00,1
SKILL_492,2026-01-01 00:08:11+00:00,1
SKILL_493,2026-01-01 00:08:12+00:00,1
SKILL_494,2026-01-01 00:08:13+00:00,1
SKILL_495,2026-01-01 00:08:14+00:00,0
SKILL_496,2026-01-01 00:08:15+00:00,1
SKILL_497,2026-01-01 00:08:16+00:00,1
SKILL_498,2026-01-01 00:08:17+00:00,1
SKILL_499,2026-01-01 00:08:18+00:00,1
SKILL_500,2026-01-01 00:08:19+00:00,1
